index,noise_k,label,pred_origin,pred_my,pred_random,pred_lz,is_equal_my,is_equal_random,is_equal_lz
34-18,14,mushroom,earthstar,earthstar,earthstar,earthstar,True,True,True
34-19,14,train,harmonica,harmonica,rotisserie,harmonica,True,False,True
35-0,14,bridge,prayer_rug,prayer_rug,prayer_rug,prayer_rug,True,True,True
35-1,14,snake,rock_python,rock_python,rock_python,rock_python,True,True,True
35-2,14,turtle,platypus,platypus,platypus,platypus,True,True,True
35-3,14,tiger,lion,lion,cheetah,cheetah,True,False,False
35-4,14,wardrobe,loudspeaker,loudspeaker,desktop_computer,desktop_computer,True,False,False
35-5,14,castle,planetarium,planetarium,planetarium,planetarium,True,True,True
35-6,14,lizard,lion,lion,lion,lion,True,True,True
35-7,14,bowl,maraca,maraca,maraca,maraca,True,True,True
35-8,14,crab,milk_can,milk_can,milk_can,milk_can,True,True,True
35-9,14,snake,nematode,nematode,nematode,nematode,True,True,True
35-10,14,clock,remote_control,remote_control,remote_control,remote_control,True,True,True
35-11,14,rabbit,Japanese_spaniel,Japanese_spaniel,Japanese_spaniel,Japanese_spaniel,True,True,True
35-12,14,plate,pick,pick,nematode,face_powder,True,False,False
35-13,14,lamp,safety_pin,safety_pin,hourglass,hair_spray,True,False,False
35-14,14,plate,gong,gong,gong,gong,True,True,True
35-15,14,worm,nematode,nematode,nematode,nematode,True,True,True
35-16,14,turtle,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
35-17,14,aquarium_fish,goldfish,goldfish,goldfish,goldfish,True,True,True
35-18,14,snail,maraca,maraca,maraca,maraca,True,True,True
35-19,14,skunk,Indian_elephant,Indian_elephant,African_hunting_dog,limpkin,True,False,False
36-0,14,can,nipple,nipple,nipple,nipple,True,True,True
36-1,14,cup,maraca,maraca,maraca,maraca,True,True,True
36-2,14,lion,otterhound,otterhound,otterhound,fox_squirrel,True,True,False
36-3,14,bottle,milk_can,milk_can,milk_can,milk_can,True,True,True
36-4,14,telephone,whistle,whistle,whistle,whistle,True,True,True
36-5,14,forest,affenpinscher,affenpinscher,affenpinscher,affenpinscher,True,True,True
36-6,14,dinosaur,triceratops,triceratops,triceratops,triceratops,True,True,True
36-7,14,orange,lemon,lemon,lemon,lemon,True,True,True
36-8,14,cloud,ice_bear,ice_bear,red-breasted_merganser,ice_bear,True,False,True
36-9,14,butterfly,ocarina,ocarina,isopod,ocarina,True,False,True
36-10,14,apple,maraca,maraca,maraca,maraca,True,True,True
36-11,14,leopard,fox_squirrel,fox_squirrel,hare,fox_squirrel,True,False,True
36-12,14,shark,dugong,dugong,dugong,dugong,True,True,True
36-13,14,bridge,moving_van,container_ship,moving_van,container_ship,False,True,False
36-14,14,tank,cassette,cassette,cassette,cassette,True,True,True
36-15,14,lamp,plunger,plunger,plunger,plunger,True,True,True
36-16,14,tractor,pirate,pirate,pirate,pirate,True,True,True
36-17,14,mountain,nematode,nematode,nematode,nematode,True,True,True
36-18,14,squirrel,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
36-19,14,man,bearskin,bearskin,bearskin,bearskin,True,True,True
37-0,14,bear,sloth_bear,sloth_bear,sloth_bear,sloth_bear,True,True,True
37-1,14,pear,spaghetti_squash,spaghetti_squash,spaghetti_squash,spaghetti_squash,True,True,True
37-2,14,bear,sloth_bear,three-toed_sloth,three-toed_sloth,three-toed_sloth,False,False,False
37-3,14,sea,sandbar,container_ship,sandbar,container_ship,False,True,False
37-4,14,plain,spaghetti_squash,spaghetti_squash,consomme,consomme,True,False,False
37-5,14,skyscraper,steel_arch_bridge,steel_arch_bridge,container_ship,steel_arch_bridge,True,False,True
37-6,14,chair,folding_chair,folding_chair,folding_chair,folding_chair,True,True,True
37-7,14,lamp,barometer,barometer,barometer,barometer,True,True,True
37-8,14,lizard,cheetah,kit_fox,kit_fox,coyote,False,False,False
37-9,14,keyboard,space_bar,space_bar,space_bar,space_bar,True,True,True
37-10,14,train,planetarium,planetarium,planetarium,planetarium,True,True,True
37-11,14,bottle,spatula,spatula,screwdriver,spatula,True,False,True
37-12,14,raccoon,three-toed_sloth,three-toed_sloth,three-toed_sloth,three-toed_sloth,True,True,True
37-13,14,crab,tick,tick,isopod,tick,True,False,True
37-14,14,chimpanzee,bearskin,bearskin,bearskin,bearskin,True,True,True
37-15,14,possum,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
37-16,14,cloud,ice_bear,sandbar,ice_bear,ice_bear,False,True,True
37-17,14,kangaroo,Mexican_hairless,Mexican_hairless,Mexican_hairless,Mexican_hairless,True,True,True
37-18,14,pickup_truck,moving_van,moving_van,moving_van,moving_van,True,True,True
37-19,14,raccoon,polecat,polecat,polecat,polecat,True,True,True
38-0,14,crab,velvet,velvet,velvet,velvet,True,True,True
38-1,14,cloud,ice_bear,ice_bear,ice_bear,ice_bear,True,True,True
38-2,14,bicycle,milk_can,milk_can,milk_can,milk_can,True,True,True
38-3,14,lizard,banded_gecko,banded_gecko,banded_gecko,banded_gecko,True,True,True
38-4,14,bed,studio_couch,studio_couch,studio_couch,studio_couch,True,True,True
38-5,14,cattle,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
38-6,14,forest,sloth_bear,sloth_bear,sloth_bear,sloth_bear,True,True,True
38-7,14,ray,dugong,dugong,dugong,dugong,True,True,True
38-8,14,motorcycle,triceratops,triceratops,triceratops,triceratops,True,True,True
38-9,14,rabbit,wood_rabbit,wood_rabbit,hare,wood_rabbit,True,False,True
38-10,14,keyboard,cassette_player,loupe,loupe,cassette_player,False,False,True
38-11,14,orchid,daisy,daisy,daisy,daisy,True,True,True
38-12,14,caterpillar,common_newt,common_newt,common_newt,common_newt,True,True,True
38-13,14,hamster,hamster,hamster,hamster,hamster,True,True,True
38-14,14,butterfly,clog,clog,clog,clog,True,True,True
38-15,14,beaver,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
38-16,14,oak_tree,lakeside,lakeside,lakeside,lakeside,True,True,True
38-17,14,lamp,table_lamp,table_lamp,table_lamp,table_lamp,True,True,True
38-18,14,porcupine,langur,langur,langur,langur,True,True,True
38-19,14,mountain,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
39-0,14,poppy,theater_curtain,theater_curtain,theater_curtain,theater_curtain,True,True,True
39-1,14,squirrel,cheetah,cheetah,brown_bear,cheetah,True,False,True
39-2,14,porcupine,colobus,red-breasted_merganser,colobus,red-breasted_merganser,False,True,False
39-3,14,chair,throne,throne,throne,throne,True,True,True
39-4,14,rose,jackfruit,jackfruit,eggnog,jackfruit,True,False,True
39-5,14,dinosaur,limpkin,limpkin,crane,limpkin,True,False,True
39-6,14,elephant,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
39-7,14,bear,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,True,True,True
39-8,14,hamster,Persian_cat,Persian_cat,Persian_cat,Persian_cat,True,True,True
39-9,14,sunflower,rapeseed,rapeseed,rapeseed,rapeseed,True,True,True
39-10,14,rocket,fire_screen,fire_screen,fire_screen,fire_screen,True,True,True
39-11,14,lawn_mower,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
39-12,14,seal,sloth_bear,sloth_bear,sloth_bear,sloth_bear,True,True,True
39-13,14,dinosaur,orangutan,orangutan,orangutan,orangutan,True,True,True
39-14,14,girl,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
39-15,14,dolphin,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
39-16,14,sea,sandbar,sandbar,sandbar,sandbar,True,True,True
39-17,14,mountain,grey_whale,dugong,dugong,dugong,False,False,False
39-18,14,motorcycle,oil_filter,oil_filter,oil_filter,oil_filter,True,True,True
39-19,14,crab,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
40-0,14,train,English_foxhound,English_foxhound,moving_van,milk_can,True,False,False
40-1,14,orchid,daisy,daisy,velvet,daisy,True,False,True
40-2,14,telephone,cassette_player,cassette_player,cassette_player,cassette_player,True,True,True
40-3,14,orchid,velvet,velvet,velvet,velvet,True,True,True
40-4,14,cattle,brown_bear,brown_bear,brown_bear,brown_bear,True,True,True
40-5,14,bridge,container_ship,container_ship,container_ship,container_ship,True,True,True
40-6,14,bicycle,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
40-7,14,lobster,muzzle,muzzle,muzzle,tick,True,True,False
40-8,14,baby,bearskin,bearskin,bearskin,bearskin,True,True,True
40-9,14,motorcycle,moped,moped,moped,moped,True,True,True
40-10,14,willow_tree,hartebeest,hartebeest,hartebeest,African_elephant,True,True,False
40-11,14,telephone,hand-held_computer,hand-held_computer,hand-held_computer,hand-held_computer,True,True,True
40-12,14,fox,coyote,coyote,coyote,coyote,True,True,True
40-13,14,bed,milk_can,milk_can,milk_can,milk_can,True,True,True
40-14,14,bear,brown_bear,brown_bear,brown_bear,brown_bear,True,True,True
40-15,14,sweet_pepper,bell_pepper,bell_pepper,bell_pepper,bell_pepper,True,True,True
40-16,14,mountain,valley,valley,valley,valley,True,True,True
40-17,14,wolf,coyote,coyote,coyote,coyote,True,True,True
40-18,14,aquarium_fish,platypus,platypus,platypus,platypus,True,True,True
40-19,14,skyscraper,moving_van,moving_van,moving_van,moving_van,True,True,True
41-0,14,leopard,Egyptian_cat,Egyptian_cat,Egyptian_cat,Egyptian_cat,True,True,True
41-1,14,bus,moving_van,moving_van,moving_van,moving_van,True,True,True
41-2,14,lobster,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
41-3,14,wolf,patas,patas,patas,patas,True,True,True
41-4,14,chimpanzee,chimpanzee,chimpanzee,chimpanzee,chimpanzee,True,True,True
41-5,14,mountain,lakeside,lakeside,lakeside,lakeside,True,True,True
41-6,14,leopard,sidewinder,sidewinder,sidewinder,sidewinder,True,True,True
41-7,14,bee,rock_beauty,rock_beauty,rock_beauty,rock_beauty,True,True,True
41-8,14,train,screen,screen,screen,screen,True,True,True
41-9,14,dolphin,dugong,dugong,dugong,dugong,True,True,True
41-10,14,bowl,barrel,barrel,barrel,barrel,True,True,True
41-11,14,streetcar,moving_van,moving_van,moving_van,moving_van,True,True,True
41-12,14,train,triceratops,triceratops,triceratops,triceratops,True,True,True
41-13,14,woman,oboe,oboe,Walker_hound,oboe,True,False,True
41-14,14,dinosaur,Irish_water_spaniel,Irish_water_spaniel,Irish_water_spaniel,Irish_water_spaniel,True,True,True
41-15,14,flatfish,patas,patas,electric_ray,patas,True,False,True
41-16,14,otter,platypus,platypus,platypus,platypus,True,True,True
41-17,14,pickup_truck,moving_van,moving_van,moving_van,moving_van,True,True,True
41-18,14,snail,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,True,True,True
41-19,14,keyboard,space_bar,space_bar,space_bar,oil_filter,True,True,False
42-0,14,flatfish,rock_beauty,rock_beauty,rock_beauty,rock_beauty,True,True,True
42-1,14,pickup_truck,moving_van,moving_van,moving_van,moving_van,True,True,True
42-2,14,skyscraper,space_shuttle,space_shuttle,space_shuttle,space_shuttle,True,True,True
42-3,14,lizard,African_hunting_dog,African_hunting_dog,badger,African_hunting_dog,True,False,True
42-4,14,motorcycle,moped,moped,moped,moped,True,True,True
42-5,14,shark,dugong,dugong,dugong,dugong,True,True,True
42-6,14,bear,red-breasted_merganser,red-breasted_merganser,red-breasted_merganser,red-breasted_merganser,True,True,True
42-7,14,dolphin,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
42-8,14,telephone,spatula,spatula,cleaver,cleaver,True,False,False
42-9,14,tulip,goldfish,goldfish,goldfish,goldfish,True,True,True
42-10,14,clock,combination_lock,combination_lock,combination_lock,magnetic_compass,True,True,False
42-11,14,rose,eggnog,spaghetti_squash,eggnog,spaghetti_squash,False,True,False
42-12,14,pickup_truck,moving_van,moving_van,moving_van,moving_van,True,True,True
42-13,14,bed,shoji,shoji,shoji,shoji,True,True,True
42-14,14,camel,thresher,thresher,thresher,sorrel,True,True,False
42-15,14,crab,tick,tick,tick,tick,True,True,True
42-16,14,shark,gong,gong,gong,gong,True,True,True
42-17,14,crab,ant,ant,ant,ant,True,True,True
42-18,14,chimpanzee,sloth_bear,sloth_bear,sloth_bear,sloth_bear,True,True,True
42-19,14,dolphin,dugong,dugong,dugong,dugong,True,True,True
43-0,14,orchid,squirrel_monkey,nematode,squirrel_monkey,colobus,False,True,False
43-1,14,shrew,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
43-2,14,train,moving_van,moving_van,moving_van,moving_van,True,True,True
43-3,14,tank,amphibian,amphibian,moving_van,amphibian,True,False,True
43-4,14,lawn_mower,thresher,thresher,thresher,thresher,True,True,True
43-5,14,orange,abacus,abacus,abacus,abacus,True,True,True
43-6,14,leopard,jaguar,jaguar,jaguar,jaguar,True,True,True
43-7,14,dinosaur,triceratops,triceratops,triceratops,triceratops,True,True,True
43-8,14,possum,langur,langur,langur,langur,True,True,True
43-9,14,chair,folding_chair,folding_chair,folding_chair,folding_chair,True,True,True
43-10,14,forest,rotisserie,rotisserie,rotisserie,rotisserie,True,True,True
43-11,14,aquarium_fish,platypus,platypus,platypus,platypus,True,True,True
43-12,14,butterfly,fox_squirrel,fox_squirrel,fox_squirrel,rock_beauty,True,True,False
43-13,14,girl,langur,langur,langur,langur,True,True,True
43-14,14,orange,maraca,maraca,maraca,maraca,True,True,True
43-15,14,plate,magnetic_compass,magnetic_compass,magnetic_compass,magnetic_compass,True,True,True
43-16,14,raccoon,Madagascar_cat,Madagascar_cat,colobus,Madagascar_cat,True,False,True
43-17,14,sea,milk_can,chiffonier,black_grouse,black_grouse,False,False,False
43-18,14,tulip,nipple,nipple,lipstick,nipple,True,False,True
43-19,14,motorcycle,motor_scooter,motor_scooter,motor_scooter,motor_scooter,True,True,True
44-0,14,tulip,Sealyham_terrier,Sealyham_terrier,wire-haired_fox_terrier,milk_can,True,False,False
44-1,14,road,worm_fence,worm_fence,worm_fence,worm_fence,True,True,True
44-2,14,table,barrel,barrel,barrel,barrel,True,True,True
44-3,14,cloud,nematode,nematode,nematode,nematode,True,True,True
44-4,14,turtle,langur,langur,langur,langur,True,True,True
44-5,14,fox,lion,lion,lion,lion,True,True,True
44-6,14,turtle,dugong,dugong,dugong,dugong,True,True,True
44-7,14,man,tobacco_shop,sweatshirt,sweatshirt,sweatshirt,False,False,False
44-8,14,flatfish,sidewinder,sidewinder,sidewinder,sidewinder,True,True,True
44-9,14,bridge,revolver,revolver,revolver,revolver,True,True,True
44-10,14,streetcar,passenger_car,passenger_car,passenger_car,passenger_car,True,True,True
44-11,14,pine_tree,dugong,dugong,dugong,dugong,True,True,True
44-12,14,streetcar,moving_van,moving_van,moving_van,moving_van,True,True,True
44-13,14,train,Windsor_tie,Windsor_tie,milk_can,Windsor_tie,True,False,True
44-14,14,forest,jaguar,jaguar,jaguar,jaguar,True,True,True
44-15,14,pickup_truck,moving_van,moving_van,thresher,moving_van,True,False,True
44-16,14,porcupine,fox_squirrel,squirrel_monkey,squirrel_monkey,squirrel_monkey,False,False,False
44-17,14,crab,platypus,platypus,platypus,platypus,True,True,True
44-18,14,maple_tree,rotisserie,rotisserie,rotisserie,rotisserie,True,True,True
44-19,14,trout,velvet,bolo_tie,milk_can,bolo_tie,False,False,False
45-0,14,caterpillar,otterhound,otterhound,otterhound,Ibizan_hound,True,True,False
45-1,14,shrew,whiskey_jug,whiskey_jug,whiskey_jug,whiskey_jug,True,True,True
45-2,14,table,barrel,barrel,barrel,barrel,True,True,True
45-3,14,flatfish,sweatshirt,sweatshirt,chain_saw,chain_saw,True,False,False
45-4,14,rabbit,guinea_pig,guinea_pig,guinea_pig,guinea_pig,True,True,True
45-5,14,lamp,table_lamp,table_lamp,table_lamp,table_lamp,True,True,True
45-6,14,bottle,punching_bag,punching_bag,punching_bag,punching_bag,True,True,True
45-7,14,pine_tree,affenpinscher,affenpinscher,affenpinscher,affenpinscher,True,True,True
45-8,14,possum,grey_fox,grey_fox,grey_fox,grey_fox,True,True,True
45-9,14,bottle,ocarina,ocarina,ocarina,ocarina,True,True,True
45-10,14,flatfish,punching_bag,punching_bag,punching_bag,punching_bag,True,True,True
45-11,14,willow_tree,American_black_bear,American_black_bear,American_black_bear,American_black_bear,True,True,True
45-12,14,willow_tree,affenpinscher,affenpinscher,affenpinscher,worm_fence,True,True,False
45-13,14,bus,moving_van,moving_van,moving_van,moving_van,True,True,True
45-14,14,shark,dugong,dugong,dugong,dugong,True,True,True
45-15,14,butterfly,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
45-16,14,lawn_mower,Kerry_blue_terrier,Kerry_blue_terrier,Kerry_blue_terrier,Kerry_blue_terrier,True,True,True
45-17,14,sunflower,daisy,daisy,daisy,daisy,True,True,True
45-18,14,maple_tree,rotisserie,rotisserie,rotisserie,rotisserie,True,True,True
45-19,14,cockroach,tick,tick,tick,tick,True,True,True
46-0,14,crocodile,platypus,platypus,platypus,platypus,True,True,True
46-1,14,lawn_mower,chain_saw,chain_saw,chain_saw,chain_saw,True,True,True
46-2,14,bed,pedestal,pedestal,pedestal,chain_saw,True,True,False
46-3,14,baby,screw,screw,screw,screw,True,True,True
46-4,14,possum,black-and-tan_coonhound,black-and-tan_coonhound,black-and-tan_coonhound,black-and-tan_coonhound,True,True,True
46-5,14,crab,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
46-6,14,beetle,letter_opener,letter_opener,letter_opener,letter_opener,True,True,True
46-7,14,bed,studio_couch,studio_couch,studio_couch,studio_couch,True,True,True
46-8,14,girl,komondor,komondor,sorrel,komondor,True,False,True
46-9,14,orchid,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
46-10,14,porcupine,limpkin,limpkin,limpkin,limpkin,True,True,True
46-11,14,bus,moving_van,moving_van,moving_van,moving_van,True,True,True
46-12,14,sea,sandbar,sandbar,sandbar,sandbar,True,True,True
46-13,14,willow_tree,affenpinscher,affenpinscher,affenpinscher,affenpinscher,True,True,True
46-14,14,table,hourglass,hourglass,hourglass,hourglass,True,True,True
46-15,14,wolf,red_wolf,sloth_bear,sloth_bear,red_wolf,False,False,True
46-16,14,trout,platypus,platypus,platypus,platypus,True,True,True
46-17,14,house,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
46-18,14,bottle,nipple,nipple,nipple,nipple,True,True,True
46-19,14,keyboard,space_bar,space_bar,space_bar,space_bar,True,True,True
47-0,14,television,screen,screen,screen,screen,True,True,True
47-1,14,baby,nipple,nipple,nipple,nipple,True,True,True
47-2,14,bowl,bolo_tie,bolo_tie,bolo_tie,bolo_tie,True,True,True
47-3,14,bus,rotisserie,rotisserie,rotisserie,rotisserie,True,True,True
47-4,14,sweet_pepper,bell_pepper,bell_pepper,bell_pepper,bell_pepper,True,True,True
47-5,14,keyboard,analog_clock,analog_clock,nematode,analog_clock,True,False,True
47-6,14,clock,barometer,barometer,barometer,barometer,True,True,True
47-7,14,sea,lakeside,lakeside,milk_can,lakeside,True,False,True
47-8,14,shark,rock_beauty,rock_beauty,rock_beauty,rock_beauty,True,True,True
47-9,14,fox,black-and-tan_coonhound,lesser_panda,lesser_panda,EntleBucher,False,False,False
47-10,14,butterfly,Brabancon_griffon,Brabancon_griffon,Brabancon_griffon,Brabancon_griffon,True,True,True
47-11,14,bicycle,milk_can,milk_can,milk_can,milk_can,True,True,True
47-12,14,bee,ant,Pekinese,Pekinese,ant,False,False,True
47-13,14,camel,Arabian_camel,Arabian_camel,Arabian_camel,Arabian_camel,True,True,True
47-14,14,baby,komondor,komondor,komondor,komondor,True,True,True
47-15,14,leopard,three-toed_sloth,three-toed_sloth,three-toed_sloth,three-toed_sloth,True,True,True
47-16,14,mouse,redbone,redbone,ocarina,redbone,True,False,True
47-17,14,tulip,rock_beauty,rock_beauty,rock_beauty,rock_beauty,True,True,True
47-18,14,kangaroo,wallaby,wallaby,wallaby,wallaby,True,True,True
47-19,14,rabbit,milk_can,milk_can,milk_can,milk_can,True,True,True
48-0,14,crab,tick,tick,tick,tick,True,True,True
48-1,14,orange,orange,orange,orange,orange,True,True,True
48-2,14,can,hair_spray,hair_spray,hair_spray,hair_spray,True,True,True
48-3,14,possum,chimpanzee,siamang,siamang,siamang,False,False,False
48-4,14,shark,polecat,Sealyham_terrier,Sealyham_terrier,Sealyham_terrier,False,False,False
48-5,14,bear,brown_bear,brown_bear,brown_bear,brown_bear,True,True,True
48-6,14,can,hair_spray,hair_spray,hair_spray,hair_spray,True,True,True
48-7,14,tiger,tiger,tiger,tiger,tiger,True,True,True
48-8,14,sea,cleaver,cleaver,cleaver,cleaver,True,True,True
48-9,14,tulip,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,True,True,True
48-10,14,boy,capuchin,capuchin,capuchin,capuchin,True,True,True
48-11,14,tank,lion,lion,lion,lion,True,True,True
48-12,14,shark,dugong,dugong,dugong,dugong,True,True,True
48-13,14,maple_tree,planetarium,worm_fence,worm_fence,worm_fence,False,False,False
48-14,14,baby,nipple,nipple,nipple,nipple,True,True,True
48-15,14,orange,ping-pong_ball,ping-pong_ball,maraca,ping-pong_ball,True,False,True
48-16,14,aquarium_fish,goldfish,goldfish,goldfish,goldfish,True,True,True
48-17,14,boy,clog,clog,clog,clog,True,True,True
48-18,14,maple_tree,fox_squirrel,fox_squirrel,worm_fence,fox_squirrel,True,False,True
48-19,14,pear,nipple,nipple,nipple,nipple,True,True,True
49-0,14,pickup_truck,thresher,thresher,thresher,thresher,True,True,True
49-1,14,beetle,ant,ant,platypus,ant,True,False,True
49-2,14,lizard,triceratops,triceratops,nematode,triceratops,True,False,True
49-3,14,clock,barometer,barometer,barometer,barometer,True,True,True
49-4,14,table,Windsor_tie,Windsor_tie,Windsor_tie,nematode,True,True,False
49-5,14,otter,langur,langur,langur,langur,True,True,True
49-6,14,train,moving_van,passenger_car,moving_van,moving_van,False,True,True
49-7,14,pine_tree,worm_fence,worm_fence,fox_squirrel,worm_fence,True,False,True
49-8,14,cattle,Indian_elephant,Indian_elephant,Indian_elephant,Indian_elephant,True,True,True
49-9,14,seal,toy_terrier,toy_terrier,toy_terrier,toy_terrier,True,True,True
49-10,14,beaver,orangutan,orangutan,orangutan,orangutan,True,True,True
49-11,14,television,entertainment_center,entertainment_center,entertainment_center,entertainment_center,True,True,True
49-12,14,lobster,maraca,maraca,consomme,consomme,True,False,False
49-13,14,lobster,rotisserie,rotisserie,rotisserie,rotisserie,True,True,True
49-14,14,man,throne,punching_bag,Windsor_tie,punching_bag,False,False,False
49-15,14,whale,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
49-16,14,camel,Arabian_camel,Arabian_camel,Arabian_camel,Arabian_camel,True,True,True
49-17,14,crab,limpkin,limpkin,kit_fox,limpkin,True,False,True
49-18,14,man,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
49-19,14,tiger,tiger,tiger,tiger,tiger,True,True,True
50-0,14,crocodile,platypus,gyromitra,platypus,gyromitra,False,True,False
50-1,14,pine_tree,isopod,isopod,worm_fence,isopod,True,False,True
50-2,14,motorcycle,Windsor_tie,Windsor_tie,Windsor_tie,Windsor_tie,True,True,True
50-3,14,possum,fox_squirrel,fox_squirrel,fox_squirrel,fox_squirrel,True,True,True
50-4,14,mushroom,fox_squirrel,red_wolf,fox_squirrel,red_wolf,False,True,False
50-5,14,chimpanzee,siamang,siamang,siamang,siamang,True,True,True
50-6,14,woman,Sussex_spaniel,Sussex_spaniel,Sussex_spaniel,Windsor_tie,True,True,False
50-7,14,willow_tree,colobus,colobus,colobus,colobus,True,True,True
50-8,14,caterpillar,sunscreen,sunscreen,sunscreen,sunscreen,True,True,True
50-9,14,orange,maraca,maraca,maraca,maraca,True,True,True
50-10,14,telephone,cassette_player,cassette_player,cassette_player,cassette_player,True,True,True
50-11,14,orchid,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,yellow_lady's_slipper,True,True,True
50-12,14,bridge,oil_filter,oil_filter,oil_filter,oil_filter,True,True,True
50-13,14,aquarium_fish,indigo_bunting,indigo_bunting,indigo_bunting,indigo_bunting,True,True,True
50-14,14,cup,pickelhaube,pickelhaube,pickelhaube,pickelhaube,True,True,True
50-15,14,kangaroo,Irish_water_spaniel,Irish_water_spaniel,wallaby,Irish_water_spaniel,True,False,True
50-16,14,porcupine,milk_can,milk_can,black-and-tan_coonhound,black-and-tan_coonhound,True,False,False
50-17,14,shark,dugong,dugong,dugong,dugong,True,True,True
50-18,14,tulip,packet,packet,packet,packet,True,True,True
50-19,14,bear,Kerry_blue_terrier,Kerry_blue_terrier,Kerry_blue_terrier,Kerry_blue_terrier,True,True,True
0-0,15,dolphin,dugong,dugong,grey_whale,dugong,True,False,True
0-1,15,chimpanzee,sloth_bear,sloth_bear,sloth_bear,sloth_bear,True,True,True
0-2,15,castle,plate_rack,spatula,spatula,slide_rule,False,False,False
0-3,15,train,clog,clog,clog,whiskey_jug,True,True,False
0-4,15,orange,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,hen-of-the-woods,True,True,True
0-5,15,streetcar,milk_can,milk_can,milk_can,streetcar,True,True,False
0-6,15,spider,hatchet,hatchet,hatchet,hatchet,True,True,True
0-7,15,oak_tree,planetarium,planetarium,planetarium,planetarium,True,True,True
0-8,15,house,sorrel,sorrel,sorrel,sorrel,True,True,True
0-9,15,sea,grey_whale,grey_whale,grey_whale,grey_whale,True,True,True
0-10,15,mushroom,gong,gong,gong,gong,True,True,True
0-11,15,skunk,EntleBucher,EntleBucher,EntleBucher,EntleBucher,True,True,True
0-12,15,butterfly,limpkin,limpkin,limpkin,limpkin,True,True,True
0-13,15,motorcycle,muzzle,oboe,oboe,muzzle,False,False,True
0-14,15,kangaroo,patas,patas,patas,patas,True,True,True
0-15,15,snail,tick,tick,tick,tick,True,True,True
0-16,15,sweet_pepper,maraca,chain_saw,chain_saw,maraca,False,False,True
0-17,15,lawn_mower,guillotine,guillotine,guillotine,guillotine,True,True,True
0-18,15,bee,clog,cardoon,clog,clog,False,True,True
0-19,15,snail,orangutan,orangutan,orangutan,orangutan,True,True,True
1-0,15,cattle,Walker_hound,Walker_hound,Walker_hound,Walker_hound,True,True,True
1-1,15,lion,golden_retriever,golden_retriever,golden_retriever,golden_retriever,True,True,True
1-2,15,oak_tree,worm_fence,worm_fence,worm_fence,worm_fence,True,True,True
1-3,15,rocket,dugong,dugong,projectile,dugong,True,False,True
1-4,15,snake,thunder_snake,thunder_snake,thunder_snake,thunder_snake,True,True,True
1-5,15,mountain,steel_arch_bridge,steel_arch_bridge,steel_arch_bridge,fox_squirrel,True,True,False
1-6,15,orange,maraca,maraca,corn,maraca,True,False,True
1-7,15,clock,digital_clock,digital_clock,digital_clock,digital_clock,True,True,True
1-8,15,mouse,sidewinder,sidewinder,sidewinder,sidewinder,True,True,True
1-9,15,cloud,space_shuttle,space_shuttle,space_shuttle,space_shuttle,True,True,True
1-10,15,whale,dugong,dugong,dugong,dugong,True,True,True
1-11,15,clock,analog_clock,analog_clock,analog_clock,analog_clock,True,True,True
1-12,15,cattle,sorrel,sorrel,sorrel,sorrel,True,True,True
1-13,15,cloud,space_shuttle,geyser,volcano,parachute,False,False,False
1-14,15,rabbit,wood_rabbit,wood_rabbit,fox_squirrel,wood_rabbit,True,False,True
1-15,15,sweet_pepper,bell_pepper,bell_pepper,bell_pepper,bell_pepper,True,True,True
1-16,15,castle,monastery,castle,castle,castle,False,False,False
1-17,15,can,nipple,nipple,nipple,nipple,True,True,True
1-18,15,lion,lion,lion,lion,lion,True,True,True
